Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
586.4,23.83,558.05,48.93,107.5,1.61,,384.28,-62.8,22
586.5,24.39,558.05,48.93,106.63,1.6,,384.18,-63.63,22
586.6,24.98,558.05,48.93,105.79,1.63,,384.08,-64.38,22
586.7,25.56,558.06,48.84,104.71,1.68,,383.99,-65.07,22
586.8,26.08,558.06,48.93,103.79,1.61,,383.94,-65.47,22
586.9,26.63,558.06,48.93,103.21,1.57,,383.89,-65.9,22
587,27.18,558.06,48.78,101.5,1.55,,383.84,-66.45,22
587.1,27.74,558.06,48.63,99.79,1.48,,383.79,-67.01,22
587.2,28.34,558.07,48.45,99.79,1.44,,383.74,-67.66,22
587.3,28.93,558.07,48.06,99,1.51,,383.69,-68.19,22
587.4,29.44,558.07,47.07,96.79,1.62,,383.64,-68.14,22
587.5,29.98,558.07,45.01,96.29,1.54,,383.67,-66.98,22
587.6,30.46,558.08,41.32,89.36,1.31,,384.07,-60.63,22
587.7,30.85,558.08,38.49,77.67,1.04,,384.55,-53.58,22
587.8,31.17,558.08,36.11,61.73,0.78,,385.4,-43.23,22
587.9,31.41,558.08,32.29,44.65,0.67,,386.19,-33.63,22
588,31.59,558.09,30.71,34.15,0.45,,386.69,-27.58,22
588.1,31.79,558.09,29.55,25,0.26,,387.14,-22.05,22
588.2,31.83,558.09,27.8,18.08,0.26,,387.39,-18.95,22
588.3,31.78,558.09,26.09,16.08,0.11,,387.66,-15.69,22
588.4,31.78,558.1,25.28,10.29,0.01,,388.01,-11.69,22
588.5,31.85,558.1,23.38,4.5,-0.05,,388.33,-8.05,22
588.6,31.85,558.1,20.5,0.43,-0.14,,388.48,-6.05,22
588.7,31.75,558.1,16.42,-1.71,-0.2,,388.67,-3.44,22
588.8,31.57,558.1,13.36,-10.14,-0.3,,389.07,2.01,22
588.9,31.43,558.11,10.57,-17.56,-0.51,,389.51,7.73,22
589,31.23,558.11,8.4,-28.5,-0.72,,390.11,14.68,22
589.1,30.97,558.11,7.5,-42.99,-0.95,,390.68,21.34,22
589.2,30.53,558.11,7.72,-56.56,-1.17,,391.13,26.69,22
589.3,30.01,558.12,8.41,-63.36,-1.24,,391.46,30.39,22
589.4,29.54,558.12,10.73,-61.22,-1.19,,391.26,26.34,22
589.5,29.12,558.12,13.01,-52.57,-1.04,,391.03,22.15,22
589.6,28.81,558.12,16.16,-44.29,-0.85,,390.63,17.35,22
589.7,28.59,558.13,18.11,-35.65,-0.77,,390.27,13.07,22
589.8,28.41,558.13,18.2,-26.79,-0.68,,390.12,11.22,22
589.9,28.22,558.13,18.2,-27.35,-0.46,,390,9.66,22
590,27.85,558.13,18.2,-26.36,-0.37,,390,9.41,22
590.1,27.55,558.13,18.44,-26.85,-0.56,,390,9.14,22
590.2,27.29,558.14,18.6,-26.29,-0.69,,390,8.79,22
590.3,26.99,558.14,18.98,-27.07,-0.59,,389.99,8.46,22
590.4,26.79,558.14,18.83,-25,-0.56,,389.94,8.26,22
590.5,26.6,558.14,18.83,-26.5,-0.57,,389.9,8.06,22
590.6,26.36,558.15,18.77,-26,-0.6,,389.9,7.86,22
590.7,26.15,558.15,18.7,-26,-0.66,,389.9,7.73,22
590.8,25.94,558.15,18.46,-26.79,-0.65,,389.9,7.88,22
590.9,25.68,558.15,18.2,-27.21,-0.64,,389.9,7.96,22
591,25.49,558.16,18.44,-28,-0.52,,389.9,7.76,22
591.1,25.28,558.16,20.46,-27.29,-0.5,,389.86,6.99,22
591.2,25.03,558.16,23.8,-22.65,-0.52,,389.61,3.54,22
591.3,24.83,558.16,23.65,-13.57,-0.37,,389.4,0.78,22
591.4,24.73,558.17,23.8,-13.43,-0.35,,389.4,1.23,22
591.5,24.54,558.17,23.65,-14.43,-0.35,,389.41,1.58,22
591.6,24.38,558.17,23.8,-14,-0.34,,389.46,1.48,22
591.7,24.24,558.17,23.8,-14.21,-0.34,,389.49,1.34,22
591.8,24.06,558.17,24.01,-13.29,-0.34,,389.44,0.99,22
591.9,23.94,558.18,25.42,-13.29,-0.33,,389.36,0.26,22
592,23.83,558.18,28.26,-11.07,-0.24,,389.16,-2.24,22
592.1,23.77,558.18,28.28,-3.36,-0.08,,389,-4.31,22
592.2,23.7,558.18,28.13,0,-0.04,,389,-4.36,22
592.3,23.6,558.19,27.93,-2.5,-0.14,,389.01,-4.32,22
592.4,23.55,558.19,27.61,-4,-0.2,,389.06,-3.87,22
592.5,23.45,558.19,26.68,-4.21,-0.21,,389.12,-3.27,22
592.6,23.3,558.19,25.03,-5.5,-0.24,,389.22,-1.97,22
592.7,23.22,558.2,24.73,-9.93,-0.32,,389.31,-0.79,22
592.8,23.09,558.2,23.33,-11.71,-0.36,,389.36,-0.19,22
592.9,22.93,558.2,18.32,-12.5,-0.34,,389.43,0.66,22
593,22.8,558.2,13.95,-15.35,-0.42,,389.58,2.71,22
593.1,22.68,558.2,13.92,-21.93,-0.59,,389.75,5.06,22
593.2,22.39,558.21,14.03,-32.07,-0.76,,390.05,8.81,22
593.3,22.04,558.21,14.25,-41.5,-0.87,,390.29,11.76,22
593.4,21.77,558.21,14.63,-43.5,-0.83,,390.24,10.96,22
593.5,21.44,558.21,14.63,-39.79,-0.78,,390.2,10.21,22
593.6,21.09,558.22,15.24,-38.43,-0.83,,390.2,9.71,22
593.7,20.78,558.22,16.71,-38.79,-0.8,,390.17,9.02,22
593.8,20.54,558.22,16.98,-32.86,-0.67,,390.02,7.42,22
593.9,20.23,558.22,16.9,-30,-0.68,,389.9,6.13,22
594,19.96,558.23,16.8,-31.71,-0.71,,389.9,6.28,22
594.1,19.7,558.23,16.8,-32.79,-0.71,,389.9,6.38,22
594.2,19.45,558.23,16.8,-32.79,-0.69,,389.9,6.28,22
594.3,19.19,558.23,16.8,-32.29,-0.66,,389.9,6.16,22
594.4,18.93,558.24,16.65,-32.5,-0.66,,389.9,5.96,22
594.5,18.65,558.24,17.1,-33,-0.64,,389.88,5.51,22
594.6,18.37,558.24,24.12,-31.79,-0.63,,389.78,3.86,22
594.7,18.15,558.24,28.45,-23.93,-0.5,,389.65,1.85,22
594.8,17.98,558.24,28.45,-11.71,-0.24,,389.35,-1.8,22
594.9,17.9,558.25,28.28,-2.21,-0.1,,389.1,-4.82,22
595,17.85,558.25,28.66,0,-0.11,,389.1,-4.92,22
595.1,17.79,558.25,31.31,-1.71,-0.13,,389.09,-5.07,22
595.2,17.71,558.25,37.65,-1.79,-0.14,,389.04,-5.47,22
595.3,17.68,558.26,44.3,0,-0.09,,388.88,-7.58,22
595.4,17.68,558.26,50.24,3.79,0.12,,388.24,-17.63,22
595.5,17.83,558.26,52.95,37.3,0.83,,387.48,-28.5,22
595.6,18.29,558.26,52.65,90.94,1.58,,386.23,-43.26,22
595.7,18.93,558.27,52.48,114.36,1.85,,385.13,-56.16,22
595.8,19.62,558.27,52.48,120.71,1.98,,384.73,-60.46,22
595.9,20.29,558.27,52.8,125.86,2.05,,384.36,-64.37,22
596,21.01,558.27,52.95,129.21,2.05,,384.11,-66.47,22
596.1,21.74,558.27,52.8,129.79,2.07,,383.87,-68.55,22
596.2,22.49,558.28,52.65,129.29,2.07,,383.72,-70.5,22
596.3,23.25,558.28,52.48,129,2.03,,383.57,-72.34,22
596.4,23.96,558.28,52.48,127.72,2.03,,383.42,-73.69,22
596.5,24.74,558.28,52.25,126.5,2.02,,383.27,-75.04,22
596.6,25.44,558.29,52.15,126,2,,383.12,-76.39,22
596.7,26.12,558.29,52.15,125.21,1.96,,382.98,-77.66,22
596.8,26.82,558.29,52.15,123.5,1.91,,382.88,-78.56,22
596.9,27.52,558.29,52.03,121.72,1.9,,382.78,-79.5,22
597,28.24,558.3,51.49,121.78,1.87,,382.68,-80.65,22
597.1,28.92,558.3,51.23,120.79,1.83,,382.59,-81.61,22
597.2,29.59,558.3,51.08,117.85,1.86,,382.54,-81.66,22
597.3,30.23,558.3,50.56,115.78,1.87,,382.51,-81.55,22
597.4,30.84,558.31,49.64,113.78,1.79,,382.56,-80.7,22
597.5,31.5,558.31,48.58,109.36,1.69,,382.64,-79.34,22
597.6,32.11,558.31,45.76,104.57,1.62,,382.89,-75.64,22
597.7,32.72,558.31,43.95,97,1.5,,383.2,-71.26,22
597.8,33.18,558.31,43.95,86.27,1.32,,383.75,-63.71,22
597.9,33.66,558.32,43.95,73,1.12,,384.24,-56.99,22
598,33.98,558.32,43.95,67.22,1.03,,384.49,-54.15,22
598.1,34.34,558.32,43.95,62.71,0.97,,384.73,-51.41,22
598.2,34.66,558.32,44.17,58.06,0.88,,384.88,-49.21,22
598.3,35.01,558.33,44.28,56.29,0.82,,385.01,-47.3,22
598.4,35.34,558.33,44.28,53.78,0.76,,385.06,-46.75,22
598.5,35.64,558.33,44.17,52,0.75,,385.1,-46.26,22
598.6,35.94,558.33,44.1,51.65,0.75,,385.1,-46.01,22
598.7,36.2,558.34,44.2,51.14,0.76,,385.11,-45.68,22
598.8,36.51,558.34,44.1,49.22,0.74,,385.16,-45.03,22
598.9,36.73,558.34,44.1,49.5,0.69,,385.21,-44.38,22
599,37.01,558.34,44.04,47,0.66,,385.26,-43.73,22
599.1,37.26,558.34,43.72,46.22,0.61,,385.32,-43.01,22
599.2,37.46,558.35,42.57,46,0.55,,385.42,-41.96,22
599.3,37.67,558.35,42.19,44.07,0.59,,385.54,-40.54,22
599.4,37.98,558.35,40.52,38.85,0.58,,385.79,-37.39,22
599.5,38.29,558.35,32.1,35.28,0.47,,386.08,-33.71,22
599.6,38.39,558.36,12.68,31.14,0.27,,386.53,-27.56,22
599.7,38.33,558.36,0,21.21,0,,387.15,-19.24,22
599.8,38.36,558.36,0,0.34,-0.23,,388.55,-0.9,22
599.9,38.31,558.36,0,-24.64,-0.63,,389.85,15.94,22
600,38.03,558.37,0,-43.08,-0.94,,390.7,25.8,22
600.1,37.66,558.37,0,-52.35,-1.22,,391.55,35.71,22
600.2,37.13,558.37,0,-69.3,-1.56,,392.4,45.91,22
600.3,36.68,558.37,0,-85.57,-1.66,,393.09,54.04,22
600.4,36.1,558.38,0,-86.28,-1.68,,393.04,52.54,22
600.5,35.46,558.38,0,-83.07,-1.73,,393,51.15,22
600.6,34.84,558.38,0,-82.07,-1.72,,393,50.25,22
600.7,34.26,558.38,0,-84.64,-1.69,,392.98,49.32,22
600.8,33.7,558.38,0,-84,-1.7,,392.88,48.22,22
600.9,33.12,558.39,0,-83.93,-1.7,,392.79,47.13,22
601,32.54,558.39,0,-83.28,-1.66,,392.74,46.13,22
601.1,31.92,558.39,0,-83.5,-1.65,,392.69,45.11,22
601.2,31.35,558.39,0,-84,-1.67,,392.64,43.96,22
601.3,30.77,558.4,0,-83.5,-1.6,,392.59,42.84,22
601.4,30.21,558.4,0,-84.22,-1.61,,392.54,41.89,22
601.5,29.69,558.4,0,-83.78,-1.64,,392.49,40.95,22
601.6,29.06,558.4,0,-83.5,-1.64,,392.44,40.05,22
601.7,28.46,558.41,2.3,-84,-1.74,,392.35,38.57,22
601.8,27.89,558.41,12.04,-81.57,-1.67,,392.05,34.17,22
601.9,27.39,558.41,18.55,-70.42,-1.34,,391.72,29.41,22
602,26.95,558.41,24.63,-57.92,-1.14,,391.22,22.81,22
602.1,26.62,558.41,29.94,-45.92,-0.99,,390.73,16.42,22
602.2,26.32,558.42,32.61,-35.42,-0.72,,390.28,11.12,22
602.3,26.08,558.42,35.21,-25.35,-0.42,,389.83,5.82,22
602.4,25.94,558.42,37.26,-12.92,-0.25,,389.43,0.52,22
602.5,25.86,558.42,40.05,-4.13,-0.18,,389.08,-4.1,22
602.6,25.83,558.43,41.7,0.43,-0.1,,388.93,-5.3,22
602.7,25.83,558.43,42.58,2,-0.09,,388.76,-6.89,22
602.8,25.86,558.43,42.5,2.93,0,,388.51,-10.49,22
602.9,25.87,558.43,42.4,11.8,0.2,,388.27,-13.87,22
603,25.97,558.44,42.4,20.43,0.28,,388.07,-16.12,22
603.1,26.07,558.44,42.92,20.93,0.28,,387.86,-18.56,22
603.2,26.25,558.44,44.28,23.93,0.33,,387.61,-21.96,22
603.3,26.43,558.44,44.8,31.87,0.48,,387.34,-25.49,22
603.4,26.65,558.45,44.82,40.22,0.65,,386.99,-29.69,22
603.5,26.94,558.45,44.58,46.43,0.7,,386.67,-33.59,22
603.6,27.26,558.45,44.43,51.28,0.74,,386.47,-35.94,22
603.7,27.56,558.45,44.04,53,0.81,,386.28,-38.08,22
603.8,27.8,558.45,43.95,55.5,0.87,,386.18,-39.18,22
603.9,28.05,558.46,43.78,55.72,0.8,,386.1,-40.05,22
604,28.33,558.46,42.51,55.93,0.79,,386.1,-39.75,22
604.1,28.7,558.46,40.86,53.5,0.8,,386.14,-38.86,22
604.2,29,558.46,39.47,49.85,0.68,,386.39,-34.96,22
604.3,29.22,558.47,38.33,41.07,0.63,,386.64,-31.15,22
604.4,29.36,558.47,36.24,37.57,0.5,,386.89,-27.8,22
604.5,29.52,558.47,35.14,30.99,0.35,,387.14,-24.51,22
604.6,29.67,558.47,32.62,23.57,0.29,,387.39,-21.56,22
604.7,29.8,558.48,29.94,20.28,0.25,,387.62,-18.72,22
604.8,29.85,558.48,29.15,16.85,0.17,,387.77,-16.42,22
604.9,29.89,558.48,27.7,12.78,0.11,,387.93,-14.13,22
605,29.93,558.48,25.17,10.28,0.04,,388.13,-11.88,22
605.1,29.92,558.48,17.9,6,-0.04,,388.34,-9.44,22
605.2,29.96,558.49,6.96,2.13,-0.06,,388.59,-6.04,22
605.3,29.87,558.49,0,-4.43,-0.34,,388.96,-1.24,22
605.4,29.67,558.49,0,-30.16,-0.78,,389.91,10.61,22
605.5,29.46,558.49,0,-45.87,-1.01,,390.8,21.71,22
605.6,28.98,558.5,0,-60.09,-1.24,,391.4,29,22
605.7,28.51,558.5,0,-75.02,-1.54,,391.92,35.35,22
605.8,27.94,558.5,0,-85.15,-1.69,,392.07,36.85,22
605.9,27.3,558.5,0,-86.07,-1.68,,392.18,37.84,22
606,26.74,558.51,0,-83.5,-1.6,,392.08,36.29,22
606.1,26.18,558.51,0,-83.72,-1.58,,391.99,34.84,22
606.2,25.52,558.51,0,-83.78,-1.66,,391.94,33.84,22
606.3,25.03,558.51,0,-83.72,-1.69,,391.89,32.86,22
606.4,24.41,558.52,0,-84,-1.72,,391.84,32.01,22
606.5,23.82,558.52,0,-83.72,-1.65,,391.79,31.11,22
606.6,23.29,558.52,0,-83.5,-1.59,,391.74,29.96,22
606.7,22.67,558.52,0,-83.22,-1.64,,391.69,28.85,22
606.8,22.08,558.52,0,-84.22,-1.62,,391.64,27.95,22
606.9,21.5,558.53,0,-83.78,-1.63,,391.58,27.04,22
607,20.93,558.53,0,-83.72,-1.62,,391.48,26.03,22
607.1,20.35,558.53,2.77,-84,-1.62,,391.36,24.61,22
607.2,19.76,558.53,6.31,-80.57,-1.53,,391.11,21.06,22
607.3,19.26,558.54,8.11,-68.7,-1.31,,390.87,17.69,22
607.4,18.81,558.54,9.29,-58.5,-1.17,,390.67,15.19,22
607.5,18.38,558.54,10.8,-56.22,-1.12,,390.48,12.77,22
607.6,17.99,558.54,12.98,-53.06,-1.03,,390.33,10.77,22
607.7,17.65,558.55,15.99,-46.63,-0.88,,390.16,8.53,22
607.8,17.37,558.55,19.26,-35.41,-0.69,,389.91,5.08,22
607.9,17.16,558.55,20.95,-24.78,-0.54,,389.68,1.95,22
608,16.99,558.55,23.3,-20.35,-0.45,,389.53,0.45,22
608.1,16.85,558.55,24.16,-16.28,-0.34,,389.39,-0.95,22
608.2,16.72,558.56,25.16,-12.35,-0.3,,389.34,-1.85,22
608.3,16.59,558.56,27.47,-9.78,-0.26,,389.28,-2.82,22
608.4,16.5,558.56,29.94,-5.85,-0.15,,389.13,-4.17,22
608.5,16.45,558.56,31.99,-1.7,-0.1,,389,-5.37,22
608.6,16.4,558.57,34.42,1,-0.12,,389,-5.77,22
608.7,16.38,558.57,38.47,1.13,-0.07,,388.96,-6.59,22
608.8,16.41,558.57,42.67,3.72,0.05,,388.71,-9.54,22
608.9,16.44,558.57,45.01,13.46,0.28,,388.38,-13.6,22
609,16.6,558.58,45.5,36.24,0.66,,387.63,-23.25,22
609.1,16.94,558.58,45.35,62.68,1.02,,386.94,-32,22
609.2,17.36,558.58,45.13,77.81,1.21,,386.59,-36.2,22
609.3,17.8,558.58,44.83,83.69,1.29,,386.28,-39.96,22
609.4,18.28,558.59,44.58,86.5,1.35,,386.13,-41.51,22
609.5,18.76,558.59,44.43,87.11,1.39,,385.99,-42.84,22
609.6,19.22,558.59,43.59,86.81,1.36,,385.94,-43.09,22
609.7,19.69,558.59,43.28,84.62,1.33,,385.9,-43.28,22
609.8,20.17,558.59,43.03,82.5,1.27,,385.9,-43.13,22
609.9,20.62,558.6,42.85,80.5,1.21,,385.91,-42.88,22
610,21.07,558.6,42.7,77.61,1.22,,385.96,-42.18,22
610.1,21.49,558.6,42.7,74.5,1.18,,386,-41.53,22
610.2,21.89,558.6,42.85,71.81,1.12,,386,-41.08,22
610.3,22.29,558.61,43.18,70.19,1.09,,386,-40.68,22
610.4,22.68,558.61,43.24,69.31,1.02,,386,-40.58,22
610.5,23.04,558.61,43.18,67.81,0.98,,385.99,-40.54,22
610.6,23.42,558.61,43.18,67.31,1.02,,385.94,-40.79,22
610.7,23.78,558.62,43.24,67.12,1.02,,385.91,-40.95,22
610.8,24.15,558.62,43.65,64.81,0.98,,385.96,-40.65,22
610.9,24.52,558.62,43.95,63.5,0.98,,385.98,-40.57,22
611,24.85,558.62,44.17,64.69,1,,385.88,-41.57,22
611.1,25.23,558.62,44.43,65,1.01,,385.78,-42.59,22
611.2,25.63,558.63,44.75,66,0.99,,385.68,-43.74,22
611.3,26.01,558.63,44.75,67.39,1,,385.58,-44.8,22
611.4,26.44,558.63,44.75,68.19,1.04,,385.48,-45.4,22
611.5,26.82,558.63,44.75,67.81,1.03,,385.4,-45.88,22
611.6,27.23,558.64,44.75,67.31,0.95,,385.4,-45.78,22
611.7,27.49,558.64,44.48,65.81,0.79,,385.4,-45.71,22
611.8,27.94,558.64,45.2,64.61,0.73,,385.4,-45.76,22
611.9,28.38,558.64,45.2,64,0.85,,385.38,-46.08,22
612,28.81,558.65,45.03,65.81,1.04,,385.23,-47.78,22
612.1,29.15,558.65,44.97,67.08,1.04,,385.11,-49.01,22
612.2,29.4,558.65,45.03,65.23,1.01,,385.16,-47.86,22
612.3,29.78,558.65,44.92,63.61,1.2,,385.21,-46.86,22
612.4,30.15,558.66,44.75,61.61,1.13,,385.26,-46.61,22
612.5,30.56,558.66,44.75,60.81,0.88,,385.29,-46.43,22
612.6,30.89,558.66,44.37,61,0.78,,385.24,-46.63,22
612.7,31.21,558.66,44.21,59.69,0.79,,385.22,-46.63,22
612.8,31.6,558.66,43.16,57.81,0.86,,385.32,-45.58,22
612.9,31.93,558.67,40.68,56.19,0.82,,385.46,-43.83,22
613,32.26,558.67,38.82,51.53,0.7,,385.81,-38.58,22
613.1,32.5,558.67,37.39,40.5,0.58,,386.16,-33.47,22
613.2,32.69,558.67,36.38,34.56,0.5,,386.51,-29.13,22
613.3,32.88,558.68,36.38,28.56,0.39,,386.83,-25.19,22
613.4,32.96,558.68,36.38,23.08,0.32,,387.03,-23.34,22
613.5,33.11,558.68,36.38,21.27,0.25,,387.22,-21.6,22
613.6,33.18,558.68,36.38,18.53,0.18,,387.32,-20.4,22
613.7,33.21,558.69,36.11,17.58,0.16,,387.42,-19.16,22
613.8,33.35,558.69,36.2,16.31,0.09,,387.52,-17.71,22
613.9,33.41,558.69,36.2,14.61,0.04,,387.6,-16.48,22
614,33.56,558.69,36.14,13.89,-0.01,,387.6,-16.33,22
614.1,33.49,558.69,36.05,13.84,0.06,,387.62,-16.01,22
614.2,33.53,558.7,36.1,13.16,0.11,,387.72,-14.86,22
614.3,33.58,558.7,36.05,11.38,-0.05,,387.81,-13.86,22
614.4,33.59,558.7,35.9,10.31,0,,387.86,-13.61,22
614.5,33.58,558.7,36.05,9.66,-0.04,,387.91,-13.24,22
614.6,33.59,558.71,36.05,8,0,,387.96,-12.29,22
614.7,33.61,558.71,36.05,7.5,0.02,,388,-11.58,22
614.8,33.59,558.71,36.05,8.5,0.02,,388,-12.08,22
614.9,33.62,558.71,36.2,8.5,0.06,,387.99,-12.59,22
615,33.59,558.72,36.25,9,0.05,,387.94,-13.14,22
615.1,33.56,558.72,36.55,10,0.03,,387.89,-13.67,22
615.2,33.53,558.72,36.98,9,0.07,,387.84,-14.12,22
615.3,33.56,558.72,36.93,11.5,0.13,,387.81,-14.46,22
615.4,33.58,558.73,36.83,11.34,0.11,,387.86,-14.21,22
615.5,33.53,558.73,36.83,10.66,0.1,,387.89,-14.02,22
615.6,33.59,558.73,36.87,11,0.13,,387.84,-14.17,22
615.7,33.56,558.73,37.54,10.84,0.12,,387.8,-14.35,22
615.8,33.56,558.73,39.04,11.35,0.09,,387.8,-14.65,22
615.9,33.59,558.74,39.3,11.5,0.12,,387.79,-15.05,22
616,33.59,558.74,39.26,14,0.2,,387.74,-15.95,22
616.1,33.61,558.74,39,14.86,0.19,,387.69,-16.79,22
616.2,33.54,558.74,38.87,16,0.19,,387.64,-17.34,22
616.3,33.59,558.75,39,16.36,0.2,,387.59,-17.86,22
616.4,33.65,558.75,39.15,14.64,0.2,,387.54,-18.21,22
616.5,33.72,558.75,39.15,16.64,0.17,,387.5,-18.47,22
616.6,33.74,558.75,39.19,16.71,0.13,,387.5,-18.27,22
616.7,33.8,558.76,39.3,16.36,0.15,,387.5,-18.13,22
616.8,33.89,558.76,39.64,16,0.18,,387.5,-18.33,22
616.9,33.9,558.76,40.58,16.5,0.22,,387.49,-18.57,22
617,33.98,558.76,41.82,17.64,0.24,,387.44,-18.97,22
617.1,34.01,558.76,42.1,18,0.2,,387.39,-19.49,22
617.2,34.04,558.77,42.1,19.64,0.19,,387.34,-20.64,22
617.3,34.13,558.77,42.29,20.28,0.24,,387.28,-21.78,22
617.4,34.2,558.77,43.46,21.72,0.26,,387.18,-22.88,22
617.5,34.25,558.77,45.59,23.14,0.32,,387.05,-24.49,22
617.6,34.3,558.78,47.46,28.36,0.32,,386.75,-28.64,22
617.7,34.56,558.78,49.55,34.28,0.41,,386.36,-33.94,22
617.8,34.89,558.78,49.66,42.72,0.89,,385.51,-44.94,22
617.9,35.1,558.78,49.55,61.57,1.07,,384.74,-54.68,22
618,35.35,558.79,49.73,69.5,1.08,,384.39,-58.13,22
618.1,35.7,558.79,50.51,71,1.15,,384.03,-61.86,22
618.2,36.15,558.79,51.4,75.53,1.18,,383.63,-67.01,22
618.3,36.55,558.79,51.05,81.46,1.3,,383.26,-71.69,22
618.4,37.04,558.8,50.78,86.5,1.33,,383.01,-74.04,22
618.5,37.5,558.8,50.63,86.88,1.37,,382.77,-76.26,22
618.6,37.98,558.8,50.48,87.74,1.42,,382.62,-77.81,22
618.7,38.4,558.8,50.59,88.77,1.4,,382.49,-79.13,22
618.8,38.89,558.8,50.05,86.88,1.37,,382.44,-79.33,22
618.9,39.37,558.81,49.23,86.5,1.29,,382.41,-79.41,22
619,39.84,558.81,49.38,84.26,1.23,,382.46,-78.86,22
619.1,40.26,558.81,49.7,83.77,1.31,,382.5,-78.37,22
619.2,40.72,558.81,49.7,81.5,1.24,,382.5,-78.17,22
619.3,41.15,558.82,49.7,81.38,1.17,,382.49,-77.97,22
619.4,41.59,558.82,49.55,79.12,1.21,,382.44,-77.77,22
619.5,41.97,558.82,49.02,79.38,1.17,,382.41,-77.52,22
619.6,42.45,558.82,48.89,77.88,1.24,,382.46,-77.02,22
619.7,42.88,558.83,48.42,76.23,1.24,,382.52,-76.31,22
619.8,43.24,558.83,47.34,75.12,1.2,,382.62,-74.56,22
619.9,43.6,558.83,45.89,72.65,1.03,,382.78,-71.97,22
620,43.96,558.83,41.57,65.47,0.94,,383.28,-65.23,22
620.1,44.29,558.83,38.34,57.77,0.81,,383.83,-57.84,22
620.2,44.46,558.84,38.26,48.17,0.61,,384.63,-47.23,22
620.3,44.72,558.84,38.53,35.8,0.52,,385.36,-37.71,22
620.4,44.84,558.84,38.53,29.91,0.41,,385.71,-33.56,22
620.5,44.89,558.84,38.53,25.12,0.33,,386.04,-29.61,22
620.6,44.92,558.85,38.56,23.5,0.31,,386.29,-26.66,22
620.7,45.05,558.85,38.83,19.65,0.23,,386.5,-24.2,22
620.8,45.18,558.85,39.3,18.5,0.14,,386.5,-24.2,22
620.9,45.13,558.85,39.93,18.77,0.18,,386.53,-23.97,22
621,45.17,558.86,40.26,17.38,0.21,,386.68,-22.57,22
621.1,45.22,558.86,41,15.88,0.21,,386.81,-21.35,22
621.2,45.31,558.86,41.18,14.19,0.12,,386.86,-21.05,22
621.3,45.3,558.86,41.3,14.59,0.02,,386.9,-20.77,22
621.4,45.34,558.87,41.18,15,0.09,,386.9,-20.62,22
621.5,45.33,558.87,41.18,15,0.1,,386.9,-20.49,22
621.6,45.21,558.87,41.18,15.5,0.04,,386.9,-20.44,22
621.7,45.26,558.87,41.33,14.91,0.13,,386.9,-20.45,22
621.8,45.39,558.87,41.18,15.5,0.15,,386.9,-20.75,22
621.9,45.42,558.88,41.18,15.5,0.1,,386.9,-21.01,22
622,45.42,558.88,41.18,14.91,0.07,,386.9,-21.06,22
622.1,45.41,558.88,41.18,15.5,0.11,,386.89,-21.15,22
622.2,45.54,558.88,41.3,14.91,0.13,,386.84,-21.45,22
622.3,45.6,558.89,41,16,0.14,,386.81,-21.59,22
622.4,45.57,558.89,41,15,0.18,,386.86,-20.94,22
622.5,45.53,558.89,41.2,14.91,0.15,,386.9,-20.46,22
622.6,45.56,558.89,41.65,14.59,0.13,,386.9,-20.81,22
622.7,45.57,558.9,42.28,15.91,0.06,,386.89,-21.22,22
622.8,45.56,558.9,42.7,16.69,-0.05,,386.84,-21.92,22
622.9,45.69,558.9,42.54,16.59,0.08,,386.78,-22.69,22
623,45.76,558.9,42.1,18.91,0.2,,386.68,-23.84,22
623.1,45.8,558.9,41.75,19.41,0.16,,386.61,-24.72,22
623.2,45.8,558.91,41.67,19.41,0.15,,386.66,-24.27,22
623.3,45.88,558.91,41.65,18.09,0.19,,386.7,-23.85,22
623.4,45.94,558.91,41.65,17,0.19,,386.7,-23.55,22
623.5,45.93,558.91,40.97,17.5,0.11,,386.72,-23.12,22
623.6,45.94,558.92,41,16.5,0.11,,386.82,-22.07,22
623.7,45.96,558.92,41,15.5,0.14,,386.91,-21.12,22
623.8,46.03,558.92,41,14.41,0.18,,386.96,-20.62,22
623.9,46.04,558.92,41.18,14,0.16,,386.99,-20.28,22
624,46.05,558.93,41.33,14.59,0.09,,386.94,-20.78,22
624.1,46.04,558.93,41.51,15.41,0.12,,386.89,-21.31,22
624.2,46.08,558.93,41.78,16,0.16,,386.84,-21.96,22
624.3,46.19,558.93,41.78,16.09,0.05,,386.79,-22.61,22
624.4,46.22,558.94,41.78,17.81,0.12,,386.74,-23.26,22
624.5,46.27,558.94,41.78,18.41,0.14,,386.7,-23.76,22
624.6,46.25,558.94,41.65,17.91,0.06,,386.7,-23.51,22
624.7,46.26,558.94,41.65,17.5,0.11,,386.7,-23.29,22
624.8,46.31,558.94,41.67,16.09,0.18,,386.7,-23.24,22
624.9,46.37,558.95,41.78,17.09,0.22,,386.7,-23.23,22
625,46.51,558.95,41.78,17.91,0.12,,386.7,-23.43,22
625.1,46.45,558.95,41.65,17.5,0.34,,386.71,-23.51,22
625.2,46.45,558.95,41.67,18.31,0.46,,386.76,-22.96,22
625.3,46.51,558.96,41.65,16.5,0.3,,386.8,-22.53,22
